PNword	review
설치	많이 들 보 시 었 겠 지만 윈도우 설치 전 , 바이오스 ( F 2 ) 환경 에서 펑션 하 기 락 을 풀 고 진행
설치	생각 보다 배송 이 일찍 오 았 네요 윈도우 설치 ㅎ ㅜ 작동 하 아 보 니 빠리 ㅅ 하네 요 업그레이드 도 잘 되 어 오 았 고 가성비 최고 제품 이 이 네요
깔	오늘 윈도우 깔 고 인터넷 하 며 만지 어 보 았 는데
깔	윈도우 깔 고 이것저것 세팅 하 니 시간 금방 가 고
설치	대신 윈도우 설치 하 ᆯ 때 gpt 디스크 설치 하 는 것 때문 에 시프트 f 10 누르 어서 도스 모드 나가 ㄹ려니 아무리 하 아도 안 되 길래 뮤 가 문제 이 ᆫ가 하 았 더니 fn 하 기 락 이 걸리 어 있 어서 그런 것 이 었 더라고요 
설치	대신 윈도우 설치 하 ᆯ 때 gpt 디스크 설치 하 는 것 때문 에 시프트 f 10 누르 어서 도스 모드 나가 ㄹ려니 아무리 하 아도 안 되 길래 뮤 가 문제 이 ᆫ가 하 았 더니 fn 하 기 락 이 걸리 어 있 어서 그런 것 이 었 더라고요
설치	윈도우 설치 를 못하 아서 아직 제대로 사용 은 못하 았 지만 깔끔 하 ᆫ 디자인 으로 만족 하 고 있 습니다
설치	배송 예약 날짜 에 정확히 배송 되 었 고 택배 이 라 조금 걱정 하 기 ᆫ 하 았 는데 이상 없이 도착 하 아 윈도우 설치 까지 잘 끝내 었 습니다 만족 하 ㅂ니다
설치	윈도우 설치 하 니 빠릿빠릿 하 고 무겁 ᆫ 프로그램 들 도 잘 돌아가 ㅂ니다
설치	개봉 ㅎ ㅜ 바로 윈도우 설치 하 아서 사용 하 아 보 는데 , 가격 에 비하 아 상당히 빠르 ᆫ 편 이 ㅂ니다
깔	윈도우 깔 고서 보 니 속도 도 빠르 고 스크린 도 좋 아 대만족 인 상황 이 ㅂ니다
설치	오늘 받 아서 윈도우 설치 중 에 있 습니다
설치	오랜만 에 윈도우 설치 하 느라 애 는 먹 었 지만 제품 은 마음 에 드 ㅂ니다
설치	디자인 깔끔 하 고 윈도우 설치 도 잘 되 네요 잘 쓰 겠 습니다
